Client Number	Status	Age	Gender	Dependent	Education	Marital_Status	Income Level	Card Category	Monthly Transaction	Total_Relationship_Count	Months Inactive 12M	Contacts Count 12M	Credit Limit	Total Revolving Bal	Total Open To Buy	Total Trans Amt	Zipcode	Tenure Year
718451133	Existing Customer	48	M	2	Graduate	Single	$60K - $80K	Blue	40	4	5	4	14951	1413	13538	3899	61801	5
718452633	Attrited Customer	35	F	4	Graduate	Married	Unknown	Blue	36	4	3	3	1931	0	1931	2569	62756	9
718455633	Existing Customer	60	F	0	Graduate	Single	Unknown	Gold	55	4	3	2	7469	2517	4952	16328	61475	0
718457058	Existing Customer	43	M	4	High School	Married	$40K - $60K	Blue	35	1	1	1	3442	2517	925	7801	61474	8
718458858	Attrited Customer	41	M	4	Graduate	Single	$80K - $120K	Silver	29	2	3	6	34516	0	34516	3526	61477	5
718460958	Existing Customer	49	F	2	College	Married	Less than $40K	Blue	35	3	3	4	3283	1856	1427	4498	61470	10
718464258	Existing Customer	51	F	3	Unknown	Unknown	Less than $40K	Blue	25	2	2	2	9512	1082	8430	1007	61473	5
718465458	Existing Customer	49	M	1	Unknown	Single	$80K - $120K	Blue	31	6	1	4	5898	1348	4550	1002	61472	5
718466883	Existing Customer	34	F	1	Uneducated	Single	Less than $40K	Blue	25	6	1	2	2689	1618	1071	4237	61478	1
718468158	Existing Customer	38	M	1	Uneducated	Married	$60K - $80K	Blue	25	6	2	3	9303	1599	7704	2261	62264	0
718469658	Existing Customer	37	F	2	Uneducated	Married	Unknown	Blue	22	4	3	3	7927	996	6931	4094	62056	1
718471758	Existing Customer	49	M	4	Doctorate	Single	$60K - $80K	Silver	37	5	2	2	30976	2051	28925	3193	62962	3
718473558	Attrited Customer	42	F	3	Doctorate	Single	Less than $40K	Blue	18	5	3	4	8668	0	8668	1402	62963	0
718474683	Existing Customer	36	M	0	High School	Married	$120K +	Blue	24	3	3	2	10097	2139	7958	3092	62960	7
718476033	Existing Customer	65	F	0	Uneducated	Single	Unknown	Blue	56	5	3	5	20130	2355	17775	2444	62961	5
718477983	Existing Customer	54	F	3	High School	Married	Less than $40K	Blue	42	4	2	3	1438.3	1108	330.3	4776	62966	5
718478883	Existing Customer	55	F	2	College	Single	Less than $40K	Blue	36	4	1	3	3123	0	3123	4424	62967	0
718481283	Existing Customer	51	F	1	High School	Married	Less than $40K	Blue	43	5	1	3	1822	1114	708	5210	62964	6
718484283	Existing Customer	57	M	3	Post-Graduate	Married	$60K - $80K	Blue	36	6	1	4	3478	2517	961	1409	62969	8
718486608	Existing Customer	53	M	2	High School	Single	$120K +	Blue	36	2	2	2	21079	1431	19648	13930	62380	2
718487958	Existing Customer	53	F	2	High School	Married	Less than $40K	Blue	41	5	3	0	2799	1303	1496	3971	62034	3
718488783	Existing Customer	40	M	3	College	Unknown	$40K - $60K	Blue	30	2	2	2	4802	1701	3101	4821	62035	9
718489608	Existing Customer	50	F	4	Graduate	Married	Less than $40K	Blue	36	6	2	2	2433	1948	485	4668	62036	2
718490658	Existing Customer	50	F	1	Graduate	Single	Less than $40K	Blue	36	4	1	3	5012	2242	2770	1142	62037	3
718491708	Existing Customer	53	F	2	College	Single	Unknown	Blue	38	2	3	3	16592	1435	15157	7642	62031	1
718492908	Existing Customer	38	F	3	College	Married	Less than $40K	Blue	36	1	2	3	3297	1554	1743	4636	62032	2
718496283	Existing Customer	42	F	1	College	Single	Unknown	Silver	31	6	2	3	30770	2228	28542	15998	62033	8
718497033	Existing Customer	52	M	1	High School	Married	$120K +	Blue	36	5	3	3	31733	0	31733	3723	61602	4
718500633	Existing Customer	45	F	4	Unknown	Married	Less than $40K	Blue	36	5	1	1	7924	1896	6028	3270	61606	5
718501983	Existing Customer	44	M	2	Graduate	Married	$60K - $80K	Blue	36	5	6	1	5950	1117	4833	4682	61607	9
718503108	Existing Customer	40	M	3	Unknown	Married	$120K +	Blue	26	3	3	1	14046	1994	12052	3792	61604	4
718504233	Attrited Customer	43	F	4	Uneducated	Married	Less than $40K	Blue	30	2	2	3	2082	1794	288	3423	60959	0
718504983	Existing Customer	45	F	2	Graduate	Married	Less than $40K	Blue	37	6	2	2	6091	0	6091	3340	60958	4
718505958	Existing Customer	43	M	5	Graduate	Divorced	$120K +	Silver	31	5	3	3	34516	1699	32817	1628	60955	1
718508883	Attrited Customer	43	F	3	Unknown	Single	Less than $40K	Blue	36	6	3	3	2325	238	2087	2306	60957	7
718509858	Existing Customer	46	M	3	Graduate	Married	$80K - $120K	Blue	37	3	1	4	4786	0	4786	4347	60956	5
718510983	Existing Customer	54	F	3	Unknown	Single	$40K - $60K	Blue	41	1	3	2	4440	0	4440	3720	60951	6
718513233	Existing Customer	59	M	2	Graduate	Single	$120K +	Blue	48	1	3	3	17999	1861	16138	4740	60953	1
718514283	Existing Customer	46	M	4	High School	Single	$40K - $60K	Blue	36	5	2	2	1438.3	794	644.3	3895	60952	1
718515483	Attrited Customer	64	M	0	Graduate	Single	Less than $40K	Blue	52	2	3	5	3570	2517	1053	3289	61880	3
718516533	Existing Customer	46	F	2	Graduate	Single	Less than $40K	Blue	36	6	2	3	2586	2196	390	3944	61882	3
718518858	Existing Customer	50	F	3	Graduate	Married	$40K - $60K	Blue	39	4	3	3	1844	1388	456	5056	61883	9
718521258	Existing Customer	50	F	4	Post-Graduate	Married	Unknown	Blue	41	6	3	4	18178	0	18178	3445	61379	2
718522308	Existing Customer	41	F	3	Post-Graduate	Unknown	$40K - $60K	Blue	29	6	1	3	14345	960	13385	4045	62468	1
718524783	Attrited Customer	40	M	3	High School	Unknown	$80K - $120K	Blue	34	1	3	4	29715	0	29715	2128	62518	6
718528008	Existing Customer	60	F	1	High School	Married	Less than $40K	Blue	47	2	3	1	3845	1460	2385	14432	62517	4
718528833	Existing Customer	51	M	1	High School	Married	$120K +	Blue	43	2	3	2	30172	1825	28347	8879	62515	1
718530258	Existing Customer	52	F	3	Uneducated	Divorced	Less than $40K	Blue	36	3	1	2	1986	1411	575	7249	62512	2
718531983	Existing Customer	51	M	3	High School	Married	$80K - $120K	Blue	41	1	3	3	9959	2068	7891	13810	62510	5
718535733	Existing Customer	40	F	1	Uneducated	Divorced	Less than $40K	Blue	25	3	3	1	3758	2047	1711	4928	62896	7
718538958	Existing Customer	55	F	3	College	Single	Less than $40K	Blue	43	6	3	4	1844	0	1844	4564	62897	1
718540308	Existing Customer	44	M	2	High School	Single	$80K - $120K	Blue	36	5	3	0	22143	730	21413	4263	62894	10
718542858	Existing Customer	50	M	1	High School	Married	$80K - $120K	Blue	36	6	3	2	10588	994	9594	4623	62895	9
718545033	Existing Customer	27	F	0	Graduate	Married	Less than $40K	Blue	17	4	2	2	2042	1567	475	5146	62892	1
718547358	Existing Customer	60	F	2	Uneducated	Unknown	$40K - $60K	Blue	52	4	3	2	2676	1740	936	3863	62893	5
718548558	Existing Customer	53	F	3	Unknown	Single	Less than $40K	Blue	42	1	1	3	2915	2041	874	4272	62890	2
718555308	Existing Customer	59	M	1	Unknown	Single	$40K - $60K	Blue	51	3	4	3	3808	713	3095	4845	61491	2
718558758	Attrited Customer	34	M	1	Unknown	Single	$80K - $120K	Blue	22	1	2	2	3711	1413	2298	3922	62069	5
718561458	Existing Customer	54	M	1	High School	Married	$60K - $80K	Blue	36	4	1	4	20050	1225	18825	1306	62305	5
718563483	Existing Customer	30	M	2	Unknown	Divorced	$120K +	Blue	14	3	2	3	1548	0	1548	2611	62301	3
718565733	Existing Customer	62	M	0	Unknown	Single	Less than $40K	Blue	36	3	2	4	3653	1769	1884	4423	62324	8
718566858	Existing Customer	46	F	2	College	Single	Less than $40K	Blue	36	3	2	2	1438.3	0	1438.3	5005	62325	6
718567758	Existing Customer	41	M	1	College	Married	$40K - $60K	Blue	32	3	4	2	10682	1334	9348	7332	62045	3
718569258	Existing Customer	56	F	2	Unknown	Married	Less than $40K	Blue	36	5	3	3	2029	974	1055	4170	62044	5
718570158	Existing Customer	54	F	4	College	Single	Less than $40K	Blue	44	3	3	2	2901	2517	384	4731	62818	6
718572408	Existing Customer	45	F	5	Post-Graduate	Unknown	Less than $40K	Blue	36	5	2	3	2658	694	1964	4774	62819	10
718574808	Existing Customer	33	F	2	Graduate	Single	Less than $40K	Blue	17	4	3	4	2431	1846	585	4327	62816	7
718576908	Existing Customer	49	F	4	Uneducated	Married	Unknown	Blue	36	4	1	3	29939	0	29939	4305	62817	1
718577958	Attrited Customer	39	M	2	Uneducated	Married	$120K +	Blue	26	2	3	4	8906	0	8906	809	62814	1
718578708	Existing Customer	49	M	4	Post-Graduate	Single	$120K +	Silver	38	3	3	1	34516	1562	32954	14212	62812	2
718579833	Existing Customer	39	F	3	Graduate	Unknown	Less than $40K	Blue	26	2	2	1	5325	2488	2837	13674	62810	7
718582158	Existing Customer	48	M	2	Unknown	Married	$120K +	Blue	35	3	3	4	10642	1715	8927	4183	61738	0
718583133	Existing Customer	49	F	3	Graduate	Unknown	Less than $40K	Blue	39	4	2	0	4389	981	3408	3598	61739	9
718586133	Existing Customer	43	F	3	Graduate	Married	Less than $40K	Blue	31	6	1	3	2639	0	2639	4892	61736	6
718587858	Existing Customer	39	M	4	High School	Married	$60K - $80K	Blue	31	3	1	4	11906	2032	9874	1642	61737	4
718589133	Existing Customer	65	F	1	Graduate	Single	Less than $40K	Blue	56	6	2	2	4613	1619	2994	2328	61734	1
718590183	Existing Customer	58	F	3	Doctorate	Married	Less than $40K	Blue	47	1	3	3	1517	920	597	5067	61735	6
718594608	Existing Customer	43	F	2	Post-Graduate	Married	Unknown	Blue	36	3	3	3	20156	1759	18397	1362	61732	9
718595583	Existing Customer	55	M	3	Graduate	Married	$80K - $120K	Blue	36	3	2	3	25878	1733	24145	1777	61733	10
718596858	Existing Customer	53	F	4	Graduate	Divorced	$40K - $60K	Blue	45	5	3	1	3369	2424	945	5220	61730	1
718599108	Existing Customer	50	F	3	Graduate	Married	Unknown	Blue	39	5	3	2	3230	1172	2058	4419	61731	4
718602708	Existing Customer	43	M	3	Graduate	Single	$80K - $120K	Blue	33	3	3	2	16351	1541	14810	3475	62269	1
718607883	Existing Customer	41	M	3	Post-Graduate	Single	$80K - $120K	Blue	30	4	2	2	17890	2517	15373	4831	62268	8
718611333	Existing Customer	55	M	3	Post-Graduate	Married	$80K - $120K	Blue	36	6	1	0	6400	1979	4421	4475	62546	2
718612758	Existing Customer	36	M	2	High School	Married	$120K +	Blue	36	3	1	2	34516	939	33577	15552	62547	8
718614183	Attrited Customer	43	F	4	High School	Unknown	Less than $40K	Silver	31	6	2	2	13651	0	13651	9772	62548	0
718618458	Existing Customer	38	M	3	High School	Single	$60K - $80K	Blue	25	5	1	4	9859	1305	8554	4345	62992	5
718619883	Existing Customer	54	F	0	Uneducated	Married	Less than $40K	Blue	36	2	2	2	1494	706	788	1305	62990	9
718621608	Attrited Customer	54	F	2	High School	Married	Unknown	Blue	44	3	3	1	6094	0	6094	909	62996	7
718622658	Existing Customer	45	M	4	High School	Single	$80K - $120K	Blue	34	3	2	3	15913	1696	14217	4472	62995	3
718623783	Existing Customer	56	M	2	College	Married	$120K +	Blue	36	6	3	2	27157	1547	25610	1535	62999	8
718626033	Attrited Customer	47	M	3	High School	Married	$60K - $80K	Blue	39	2	3	2	10061	0	10061	2802	62998	5
718627458	Existing Customer	43	F	3	Doctorate	Married	Unknown	Blue	38	3	4	2	1947	0	1947	2119	62661	10
718629858	Existing Customer	42	F	2	Uneducated	Married	Unknown	Blue	32	5	5	3	4708	0	4708	4597	62663	4
718632933	Existing Customer	58	F	1	College	Single	Less than $40K	Blue	46	1	5	1	1552	0	1552	4731	62665	7
718634058	Existing Customer	48	F	2	High School	Unknown	Unknown	Blue	31	2	2	1	7660	764	6896	14844	62664	4
718637208	Existing Customer	54	F	2	Graduate	Single	Less than $40K	Blue	43	3	2	1	2019	1387	632	1689	61501	2
718640508	Existing Customer	59	F	0	Graduate	Single	Less than $40K	Blue	46	4	1	2	3044	1611	1433	1456	62469	6
718641483	Existing Customer	53	F	3	Graduate	Married	Less than $40K	Blue	42	3	1	1	2404	1109	1295	4519	62463	1
718642458	Existing Customer	40	M	4	High School	Unknown	$80K - $120K	Blue	36	6	1	0	2126	1321	805	2992	62462	0
718645308	Existing Customer	35	M	4	College	Married	Less than $40K	Blue	36	3	3	3	2311	1222	1089	4730	62461	7
718650258	Existing Customer	54	F	3	Graduate	Single	Unknown	Blue	47	2	3	1	6146	2210	3936	12956	62460	4
718651083	Existing Customer	35	F	2	Graduate	Single	Unknown	Blue	25	4	1	4	10329	514	9815	2461	62467	7
718653333	Attrited Customer	45	F	2	College	Single	Less than $40K	Blue	33	1	3	3	1833	0	1833	2037	62466	2
718654533	Existing Customer	33	F	1	High School	Single	Less than $40K	Silver	24	5	2	2	12956	0	12956	2492	62465	6
718655808	Existing Customer	44	F	3	Uneducated	Married	Less than $40K	Silver	36	3	3	2	12944	1200	11744	16161	61349	1
718657083	Existing Customer	46	M	3	High School	Married	$60K - $80K	Blue	36	4	3	1	4696	0	4696	4828	61348	1
718661958	Existing Customer	41	M	3	College	Married	$80K - $120K	Blue	28	1	1	3	34516	1617	32899	13083	61342	8
718663983	Existing Customer	38	F	1	Doctorate	Single	Less than $40K	Blue	36	2	2	2	3466	2517	949	13140	61341	1
718665033	Attrited Customer	44	M	5	Doctorate	Single	$60K - $80K	Silver	36	2	3	4	34140	0	34140	8177	61340	3
718665933	Existing Customer	43	M	3	Unknown	Divorced	$120K +	Blue	30	3	1	2	34516	2517	31999	7437	61345	4
718670808	Existing Customer	59	F	0	College	Married	Less than $40K	Blue	51	6	1	0	1438.3	0	1438.3	4817	61344	5
718672233	Existing Customer	48	F	1	Graduate	Single	Unknown	Blue	38	3	2	2	23007	1239	21768	3395	61834	7
718673358	Attrited Customer	35	M	3	Doctorate	Married	$80K - $120K	Blue	30	5	3	4	13590	1528	12062	2137	61831	1
718675158	Attrited Customer	55	F	1	Unknown	Married	Less than $40K	Blue	36	4	1	3	1438.3	361	1077.3	850	61830	6
718676283	Existing Customer	43	F	2	Uneducated	Married	Less than $40K	Blue	34	6	2	3	8771	1662	7109	3779	61833	9
718677858	Existing Customer	39	M	1	College	Married	Less than $40K	Blue	27	4	2	2	2283	1053	1230	4571	61832	8
718682883	Existing Customer	41	M	2	Unknown	Single	$80K - $120K	Blue	34	3	3	1	19110	2449	16661	4478	61839	1
718685358	Existing Customer	51	F	2	Uneducated	Single	Less than $40K	Blue	44	6	1	4	1438.3	0	1438.3	4488	62221	3
718686558	Existing Customer	50	M	2	Unknown	Married	$120K +	Blue	43	3	2	1	34516	1156	33360	3974	62238	2
718689258	Existing Customer	39	F	2	Doctorate	Married	$40K - $60K	Blue	29	5	2	3	1693	1101	592	4203	62239	7
718692258	Existing Customer	43	M	3	Unknown	Married	$60K - $80K	Blue	34	1	3	1	3755	1591	2164	14402	62232	7
718693683	Existing Customer	65	F	0	High School	Single	$40K - $60K	Blue	53	4	1	3	2418	2205	213	3918	62231	8
718694658	Existing Customer	41	M	4	Unknown	Married	$80K - $120K	Blue	32	2	1	3	28687	1607	27080	7523	62236	0
718696458	Existing Customer	52	F	1	Graduate	Married	Less than $40K	Blue	42	4	2	3	2012	1230	782	3822	60518	2
718697583	Existing Customer	45	M	3	Graduate	Divorced	$60K - $80K	Blue	36	6	3	2	19629	0	19629	4073	62919	5
718698558	Existing Customer	43	M	3	College	Single	$80K - $120K	Blue	34	2	2	2	5390	1324	4066	7739	62918	4
718699683	Existing Customer	48	M	3	College	Married	$80K - $120K	Silver	36	6	2	2	34516	0	34516	1733	62912	2
718702908	Existing Customer	53	F	2	Unknown	Single	Less than $40K	Blue	36	6	2	1	1543	1041	502	4312	62917	6
718707933	Attrited Customer	54	M	2	Uneducated	Married	$60K - $80K	Blue	35	4	3	4	2189	382	1807	2750	62916	7
718708908	Existing Customer	58	M	4	Graduate	Married	$60K - $80K	Blue	36	6	2	4	5967	2350	3617	1426	62915	4
718711158	Attrited Customer	52	M	3	Graduate	Married	$120K +	Blue	36	1	2	3	3841	2517	1324	2680	62914	2
718712583	Existing Customer	44	M	2	Uneducated	Married	$80K - $120K	Blue	33	3	1	1	34496	1665	32831	8092	62668	1
718715583	Existing Customer	65	M	2	Unknown	Married	Less than $40K	Blue	56	4	2	4	2318	1010	1308	1256	62006	10
718726833	Existing Customer	39	M	1	High School	Married	$80K - $120K	Blue	28	4	2	4	3327	0	3327	1665	62001	1
718728108	Existing Customer	43	M	4	Uneducated	Married	$60K - $80K	Silver	30	1	3	1	29856	1576	28280	14887	62002	5
718730283	Existing Customer	38	F	2	Graduate	Married	Less than $40K	Blue	18	5	3	3	1686	1206	480	4891	62009	2
718731183	Attrited Customer	61	M	1	Unknown	Married	$40K - $60K	Blue	49	1	2	2	5472	788	4684	705	61281	8
718732833	Attrited Customer	56	F	1	College	Single	Less than $40K	Blue	48	4	2	2	2783	1763	1020	3967	62702	9
718734408	Existing Customer	57	F	2	Unknown	Single	$40K - $60K	Blue	45	3	4	3	2428	932	1496	4823	62703	5
718735908	Attrited Customer	47	M	4	Graduate	Single	$120K +	Blue	35	3	4	3	7015	0	7015	1799	62701	7
718736883	Existing Customer	49	F	3	Uneducated	Single	Less than $40K	Blue	36	4	1	4	4328	2058	2270	3421	62706	6
718737708	Existing Customer	45	M	4	Graduate	Single	$80K - $120K	Blue	33	3	5	3	31458	1202	30256	4202	62707	4
718739508	Existing Customer	51	F	5	Unknown	Married	Less than $40K	Blue	39	6	2	4	5455	1217	4238	3863	62704	1
718742808	Attrited Customer	55	F	1	High School	Married	$40K - $60K	Blue	46	2	4	3	4629	710	3919	2877	61428	4
718744008	Existing Customer	59	F	1	Graduate	Single	Less than $40K	Blue	36	3	2	3	6335	1128	5207	1217	61422	5
718746933	Existing Customer	56	F	3	High School	Married	Less than $40K	Blue	47	6	3	4	2865	2022	843	3441	61423	9
718748133	Existing Customer	34	F	3	Graduate	Single	Unknown	Blue	23	5	1	0	2591	0	2591	3876	61420	9
718751133	Existing Customer	36	F	2	Unknown	Married	Less than $40K	Blue	26	4	1	4	3182	2435	747	1670	61421	10
718755483	Existing Customer	44	M	2	High School	Married	$60K - $80K	Blue	36	3	2	1	7317	959	6358	5082	61427	2
718756533	Existing Customer	47	M	2	Uneducated	Married	$80K - $120K	Blue	41	1	2	1	13356	1497	11859	8963	61425	7
718757808	Existing Customer	56	F	1	Uneducated	Unknown	$40K - $60K	Blue	46	4	3	3	2929	1287	1642	3875	62544	5
718758783	Existing Customer	44	F	4	Unknown	Single	Less than $40K	Silver	36	2	3	3	13067	1943	11124	15172	62545	2
718759833	Existing Customer	44	F	2	Uneducated	Married	Unknown	Silver	35	4	3	2	32643	0	32643	1058	62540	5
718762308	Existing Customer	35	F	1	Graduate	Single	Unknown	Blue	36	6	2	3	6622	2126	4496	3668	62541	6
718764708	Existing Customer	45	M	3	Graduate	Unknown	$120K +	Blue	36	1	4	3	8858	1359	7499	14223	62543	2
718766058	Attrited Customer	56	M	2	Graduate	Single	$80K - $120K	Blue	36	1	2	2	1438.3	0	1438.3	2123	62549	1
718767183	Existing Customer	45	F	4	Post-Graduate	Unknown	Less than $40K	Blue	36	6	3	1	2192	1464	728	4905	62477	3
718768158	Existing Customer	57	M	1	College	Single	$40K - $60K	Blue	48	3	1	2	3539	0	3539	1336	61802	1
718772133	Existing Customer	56	M	3	Graduate	Married	$80K - $120K	Blue	47	6	3	3	10230	1082	9148	1484	61859	5
718773333	Existing Customer	51	F	4	Unknown	Single	Less than $40K	Blue	40	3	2	2	5139	1799	3340	7548	19973	4
718774533	Existing Customer	48	M	1	College	Married	$60K - $80K	Blue	44	2	3	1	15355	1823	13532	15053	19971	1
718775808	Existing Customer	42	F	3	Unknown	Married	Unknown	Blue	31	3	1	4	7762	1319	6443	5153	19970	10
718777008	Existing Customer	59	M	0	High School	Married	$80K - $120K	Blue	47	5	1	2	3278	1306	1972	1374	19977	4
718784358	Existing Customer	34	M	4	Uneducated	Single	$120K +	Blue	36	6	3	2	34516	2517	31999	1969	19975	3
718785483	Existing Customer	38	M	1	Doctorate	Single	$80K - $120K	Silver	29	6	3	3	34516	1435	33081	4238	19979	9
718788258	Existing Customer	52	M	5	Unknown	Married	$80K - $120K	Blue	40	3	3	4	30314	776	29538	3290	19936	5
718791708	Attrited Customer	48	M	2	High School	Married	$80K - $120K	Blue	32	1	2	4	16362	2268	14094	2228	19933	1
718792758	Existing Customer	35	F	4	Uneducated	Married	Unknown	Blue	25	2	3	2	3379	587	2792	5121	19810	2
718795083	Existing Customer	44	F	2	Graduate	Married	Unknown	Blue	26	2	1	3	2006	1030	976	5337	19720	9
718797558	Existing Customer	39	F	1	Graduate	Married	Unknown	Blue	30	3	2	3	2917	1357	1560	2422	19894	3
718799958	Existing Customer	60	F	1	Graduate	Married	Unknown	Blue	52	2	3	3	13312	1974	11338	14336	19895	8
718801158	Existing Customer	49	M	3	Graduate	Single	$40K - $60K	Gold	36	2	2	2	23981	1408	22573	14455	19896	1
718802283	Existing Customer	44	F	3	Post-Graduate	Divorced	Less than $40K	Blue	31	3	2	1	8320	0	8320	4128	19890	2
718803333	Existing Customer	43	F	4	Graduate	Divorced	Less than $40K	Blue	34	2	3	1	3195	1954	1241	1285	19891	1
718805733	Existing Customer	39	F	2	Graduate	Single	$40K - $60K	Blue	28	3	1	1	7093	2517	4576	13937	19892	2
718806783	Attrited Customer	46	F	3	Uneducated	Married	Unknown	Blue	36	2	3	1	2872	357	2515	2629	19893	4
718808883	Existing Customer	55	F	2	Graduate	Single	Less than $40K	Silver	47	3	3	1	13565	0	13565	3705	19898	5
718811058	Existing Customer	40	M	3	Unknown	Married	$80K - $120K	Blue	36	6	2	2	5014	1887	3127	4391	19899	9
718812708	Attrited Customer	57	M	2	Graduate	Single	$120K +	Blue	44	5	3	4	34516	219	34297	1882	19946	7
718813833	Existing Customer	44	F	3	Uneducated	Single	Unknown	Blue	34	5	2	2	10100	0	10100	1052	19947	8
718815108	Existing Customer	50	M	2	Unknown	Married	$80K - $120K	Blue	38	3	3	1	6030	1315	4715	3420	19944	2
718816158	Existing Customer	44	F	3	High School	Single	Less than $40K	Blue	33	3	3	3	5362	1984	3378	3851	19945	6
718819158	Existing Customer	54	F	3	Uneducated	Single	$40K - $60K	Blue	41	3	1	3	2488	2196	292	4361	19943	7
718821783	Existing Customer	53	M	1	Unknown	Married	$40K - $60K	Blue	48	4	1	3	2522	1704	818	4697	19940	9
718824783	Existing Customer	50	M	2	Unknown	Divorced	$60K - $80K	Blue	41	6	1	3	2966	1433	1533	1986	19941	8
718825908	Existing Customer	60	F	1	Doctorate	Single	Unknown	Blue	47	1	1	1	3803	1448	2355	4575	19850	10
718826883	Attrited Customer	50	M	3	Uneducated	Single	$80K - $120K	Blue	36	6	3	2	6925	0	6925	2506	19721	1
718828083	Existing Customer	52	M	1	Graduate	Single	$40K - $60K	Blue	43	4	3	3	8748	2284	6464	3533	19897	8
718829358	Existing Customer	40	F	3	Uneducated	Divorced	$40K - $60K	Blue	32	3	1	2	1956	958	998	4977	19807	3
718830183	Existing Customer	46	M	1	High School	Single	$60K - $80K	Blue	38	5	2	4	23996	2517	21479	1339	19804	8
718834233	Existing Customer	38	F	2	College	Single	Less than $40K	Blue	21	4	1	2	6899	0	6899	3848	19809	9
718835583	Existing Customer	50	F	1	Graduate	Married	Unknown	Blue	41	6	2	2	15641	2379	13262	3769	19808	8
